Date,Open,High,Low,Close,Volume,Adj Close
2012-08-16,667.509992,674.640001,667.080003,672.869983,3431900,336.771763
2012-08-15,670.279985,674.250011,664.100014,667.539991,4816500,334.1041
2012-08-14,659.250011,672.849984,659.000017,668.660025,7316000,334.664677
2012-08-13,647.419994,660.149989,646.680013,660.009992,6529200,330.335331
2012-08-10,638.590027,642.239999,636.130026,642.000005,2866300,321.321324
2012-08-09,644.510005,646.37002,641.520017,642.349996,2138400,321.496495
2012-08-08,639.050016,645.870032,638.500029,642.229999,2641700,321.436436
2012-08-07,641.79001,644.260011,636.470018,640.539979,3959600,320.59058
2012-08-06,639.610002,649.380008,639.220012,642.819985,3561200,321.731724
2012-08-03,639.999993,643.720024,636.140026,641.330021,3790400,320.985997
2012-08-02,625.50998,638.02998,623.410032,628.750023,3951400,314.689701
2012-08-01,637.299998,639.510005,631.38002,632.679988,3685500,316.656651
2012-07-31,628.260035,636.500017,628.220036,632.969981,3727400,316.801792
2012-07-30,636.050028,642.59999,629.500005,632.299998,4369000,316.466465
2012-07-27,618.89002,634.999993,617.499993,634.959994,7092300,317.797795
2012-07-26,614.999993,616.870008,610.029992,613.360033,3367000,306.987003
2012-07-25,608.320034,613.380032,605.369984,607.989981,3642300,304.29929
2012-07-24,614.999993,617.929982,604.340009,607.569991,4014700,304.089085
2012-07-23,600.479981,618.350033,598.250036,615.50998,7116200,308.063053
2012-07-20,608.760023,612.939982,598.180037,610.820034,12914400,305.715733
2012-07-19,586.140026,598.48003,586.00003,593.05998,9340000,296.826817
2012-07-18,576.980006,583.690025,576.130027,580.760036,3093300,290.670689
2012-07-17,578.430032,580.670038,568.400032,576.730012,3356800,288.65366
2012-07-16,576.370021,579.190013,571.780011,574.919995,2922200,287.747745
2012-07-13,572.150002,579.150014,568.550029,576.520017,3948000,288.548557
2012-07-12,567.120003,571.930007,562.090004,570.479982,4614900,285.525516
2012-07-11,576.300023,577.849985,564.939995,571.190025,6991600,285.880894
2012-07-10,590.189989,592.429995,578.740024,581.700013,3842300,291.141148
2012-07-09,584.949994,588.600027,581.250024,586.01003,3426700,293.298313
2012-07-06,592.449994,593.520029,582.819985,585.98003,4319200,293.283298
2012-07-05,588.760023,600.059992,588.540029,595.920032,4687100,298.258274
2012-07-03,580.009993,588.410032,577.999981,587.829985,2376600,294.209202
2012-07-02,581.82001,582.999981,576.500018,580.469982,3307600,290.525516
2012-06-29,574.959994,580.12999,572.200001,580.069992,5033900,290.325321
2012-06-28,565.900033,566.230024,557.210001,564.31001,3837900,282.437443
2012-06-27,567.699989,573.990018,566.02003,569.300011,3381200,284.93494
2012-06-26,562.759987,566.600015,559.480006,564.680001,2697600,282.622623
2012-06-25,567.329998,568.089979,557.349997,560.700037,3160000,280.630649
2012-06-22,567.999981,571.480018,565.820034,571.480018,4451300,286.026035
2012-06-21,579.839997,579.839997,563.730024,565.209988,4018500,282.887882
2012-06-20,579.809998,579.999993,573.51003,577.509993,4688700,289.044041
2012-06-19,573.590028,584.280011,573.119978,581.530017,4148200,291.056065
2012-06-18,562.619991,574.210013,559.250012,570.850034,4988800,285.710728
2012-06-15,560.339985,564.520005,557.090004,564.510005,5996300,282.53754
2012-06-14,561.300023,565.069992,556.520017,559.050017,4685100,279.804813
2012-06-13,561.720013,567.000006,558.680026,561.090028,3904400,280.82584
2012-06-12,569.769999,570.299986,558.580028,565.099991,6441900,282.832828
2012-06-11,584.210013,585.319985,566.690013,568.50003,5316800,284.53455
2012-06-08,575.850034,581.00003,574.580004,580.449982,2817900,290.515507
2012-06-07,587.599991,587.889984,577.249999,578.230037,3513400,289.404423
2012-06-06,576.480018,581.970006,573.610027,580.569979,4187400,290.575565
2012-06-05,575.449982,578.129978,566.470019,570.409983,4675100,285.490482
2012-06-04,570.219988,580.489981,570.009993,578.590028,4860500,289.584598
2012-06-01,571.790011,572.64999,568.350034,570.98003,6109600,285.775791
2012-05-31,588.720024,589.999993,579.000018,580.860033,5930600,290.720737
2012-05-30,588.159977,591.900008,583.530029,588.230036,3809500,294.409428
2012-05-29,595.810034,599.130014,588.320034,594.340009,5206100,297.467472
2012-05-25,601.00003,601.730012,588.280035,591.530017,7156600,296.061069
2012-05-24,609.160013,611.920007,598.870021,603.660026,3778800,302.132145
2012-05-23,601.650014,609.600003,597.120002,609.460006,6349800,305.035038
2012-05-22,613.440031,613.810022,596.00003,600.800035,6097600,300.700718
2012-05-21,600.509981,615.690037,599.999993,614.110015,6144600,307.36237
2012-05-18,625.09999,632.419995,596.700013,600.399983,11935000,300.500492
2012-05-17,633.830021,637.849984,621.230024,623.049979,6700800,311.836827
2012-05-16,617.959982,630.09999,615.940031,628.930019,9660500,314.779789
2012-05-15,605.349984,614.999993,603.750024,611.110027,4199900,305.860874
2012-05-14,600.780035,608.50003,600.579979,604.000017,3645100,302.302311
2012-05-11,610.349984,614.550004,604.769999,605.229987,4194600,302.917912
2012-05-10,612.959982,616.190025,610.229987,613.660026,3068700,307.13715
2012-05-09,606.82001,616.38002,601.81001,609.150014,4652900,304.879887
2012-05-08,605.52998,616.900008,600.700037,612.789986,5349200,306.701695
2012-05-07,594.999993,610.569979,594.999993,607.549992,3985000,304.079075
2012-05-04,605.920032,607.889983,596.81001,596.970006,4410300,298.783787
2012-05-03,609.620002,614.829997,608.950019,611.020029,3732200,305.81583
2012-05-02,601.200025,608.109978,600.609978,607.259999,3219700,303.933933
2012-05-01,603.790023,611.600015,600.189988,604.430007,4000500,302.517521
2012-04-30,612.989981,616.080028,600.609978,604.849997,4809700,302.727726
2012-04-27,615.019992,616.740011,610.599978,614.979993,3269500,307.797794
2012-04-26,610.910032,617.999981,609.70,615.469981,4180800,308.043034
2012-04-25,604.000017,611.350021,602.879984,609.72,3638500,305.165165
2012-04-24,598.240036,606.630014,597.319998,601.270023,3854300,300.935947
2012-04-23,592.899983,598.450031,590.199988,597.599991,4391200,299.099094
2012-04-20,604.250011,608.850021,595.830034,596.060028,6110600,298.328342
2012-04-19,605.690037,616.260023,599.000017,599.30001,6582600,299.949955
2012-04-18,608.04998,612.799986,602.809985,607.449994,5333600,304.029026
2012-04-17,608.560028,617.689988,607.010005,609.570003,6041700,305.090092
2012-04-16,622.999981,623.810022,601.660014,606.070028,11372800,303.338352
2012-04-13,647.549991,648.990017,623.540028,624.600003,16302200,312.612614
2012-04-12,642.349996,653.140038,640.259986,651.010029,11501600,325.830845
2012-04-11,633.970018,636.000029,631.300022,635.96003,4393600,318.298313
2012-04-10,633.520029,634.500005,624.550004,626.860008,4959000,313.743748
2012-04-09,628.48003,635.329985,625.289986,630.840033,4361000,315.735752
2012-04-05,632.239999,636.430019,628.570028,632.319997,4632700,316.476475
2012-04-04,638.45003,639.000017,631.100027,635.149989,3251900,317.892887
2012-04-03,645.409983,647.949982,638.640026,642.61999,4085700,321.631626
2012-04-02,640.770035,647.499993,634.839997,646.920007,4563800,323.783787
2012-03-30,651.750011,653.490029,641.000029,641.240023,4616700,320.940953
2012-03-29,653.440031,656.590015,644.30001,648.410031,3844700,324.529545
2012-03-28,652.030004,658.590027,651.080027,655.760035,5072700,328.208226
2012-03-27,647.030004,653.500029,644.799997,647.020004,4010300,323.833836
2012-03-26,644.999993,649.490005,639.540004,649.330009,3634700,324.989994
2012-03-23,646.600014,648.500029,640.900032,642.58999,3876500,321.616612
2012-03-22,638.500029,648.800022,631.000029,646.050028,4815500,323.348362
2012-03-21,634.610002,647.389995,632.509992,639.979993,4934200,320.310307
2012-03-20,630.920031,636.060028,627.269998,633.49003,3077900,317.062077
2012-03-19,623.119978,637.269998,621.240024,633.980018,4341200,317.307316
2012-03-16,620.890032,625.910032,620.049992,625.039992,6094800,312.832829
2012-03-15,616.600015,623.500029,614.829997,621.130026,4865300,310.875889
2012-03-14,614.999993,622.779986,613.46003,615.99003,5867900,308.303318
2012-03-13,608.750023,617.849984,605.54998,617.779986,4487100,309.199192
2012-03-12,599.999993,607.000005,599.260011,605.149989,3334600,302.877873
2012-03-09,607.949982,611.900008,599.999993,600.249987,5335800,300.425419
2012-03-08,610.039992,611.500017,606.350021,607.140002,2688300,303.873875
2012-03-07,609.050016,611.190025,605.860033,606.80001,2526400,303.703709
2012-03-06,608.04998,608.810022,593.840021,604.959994,6342400,302.78278
2012-03-05,620.429982,622.489993,611.38002,614.250011,3183400,307.432438
2012-03-02,622.000005,624.000017,620.319985,621.250023,3143400,310.935948
2012-03-01,622.259999,625.700037,618.150038,622.399995,4470900,311.511509
2012-02-29,618.600027,625.599978,615.499981,618.250036,6267500,309.434452
2012-02-28,609.999993,619.769998,607.679989,618.390032,5689500,309.504521
2012-02-27,606.590015,612.359996,605.059992,609.31001,3624100,304.959965
2012-02-24,607.349997,611.650014,605.509981,609.899995,3867300,305.255253
2012-02-23,607.000005,607.939982,600.349985,606.110027,4105800,303.358372
2012-02-22,611.960006,616.78001,606.710012,607.939982,3930000,304.274265
2012-02-21,603.870021,617.879984,602.879984,614.000017,4956600,307.307316
2012-02-17,604.969994,607.62999,602.399995,604.640002,4893300,302.622624
2012-02-16,602.819985,608.810022,597.729988,606.520017,5056700,303.563572
2012-02-15,612.929982,612.929982,602.559992,605.559979,4846900,303.083073
2012-02-14,611.540016,612.000005,604.759999,609.759999,3603700,305.185185
2012-02-13,610.499981,613.840021,610.019992,612.20,3628900,306.406407
2012-02-10,607.879984,608.129978,604.000017,605.910032,4645700,303.258274
2012-02-09,612.020005,614.500005,609.000017,611.460018,4524800,306.036045
2012-02-08,608.640026,611.350021,604.739999,609.849997,3669100,305.230229
2012-02-07,607.150002,609.390008,603.760023,606.770011,4180000,303.688694
2012-02-06,595.009993,610.830034,594.010017,609.090015,7351800,304.849857
2012-02-03,590.660038,597.070004,588.04998,596.330022,6330600,298.463474
2012-02-02,584.869996,586.41002,582.080004,585.109991,4824500,292.847843
2012-02-01,584.939995,585.499981,579.140014,580.830034,4636700,290.705723
2012-01-31,582.999981,584.000018,575.14999,580.109991,4280500,290.345341
2012-01-30,578.04998,579.999993,573.400032,577.689989,4656300,289.134128
2012-01-27,570.780035,580.319986,569.33001,579.979994,7227700,290.280277
2012-01-26,571.980006,574.480006,564.550004,568.099979,6445900,284.334324
2012-01-25,577.509993,578.710025,566.380021,569.490006,9965400,285.030033
2012-01-24,586.320022,587.679989,577.999981,580.930032,6105400,290.755772
2012-01-23,586.00003,588.660026,583.159977,585.519981,6818900,293.053043
2012-01-20,590.52998,591.00003,581.700013,585.99003,21131400,293.288303
2012-01-19,640.990029,640.990029,631.460018,639.570003,12597900,320.105107
2012-01-18,626.630014,634.000017,622.120002,632.909983,5517800,316.771763
2012-01-17,631.980005,631.980005,625.680037,628.580027,3814700,314.604618
2012-01-13,626.260023,626.950006,621.060028,624.989993,4609900,312.807804
2012-01-12,631.220024,632.889983,626.500017,629.640002,3746600,315.135136
2012-01-11,623.500029,629.390008,621.120026,625.96003,4795200,313.293308
2012-01-10,629.749999,633.800022,616.910007,623.140038,8782400,311.881901
2012-01-09,646.500017,647.000005,621.230024,622.459994,11633500,311.541538
2012-01-06,659.150013,659.999992,649.789998,650.019992,5380400,325.335331
2012-01-05,662.130001,663.970017,656.230023,659.010017,6559200,329.834843
2012-01-04,665.029992,670.249986,660.620038,668.280034,5722200,334.474492
2012-01-03,652.939982,668.150037,652.369996,665.409982,7345600,333.038029
2011-12-30,642.020004,646.760011,642.020004,645.900032,3561000,323.273289
2011-12-29,641.490017,642.99998,635.199988,642.399995,3147600,321.521519
2011-12-28,642.749986,644.999993,638.099978,639.70,4250100,320.17017
2011-12-27,632.050004,644.490005,632.000005,640.249987,3209500,320.445439
2011-12-23,632.000005,634.68,630.559979,633.140038,2904400,316.886906
2011-12-22,627.949982,631.730011,627.010005,629.70,3640900,315.165165
2011-12-21,630.009992,631.820009,618.960018,625.820034,4990800,313.22324
2011-12-20,627.999981,631.840009,627.989981,630.369984,4771600,315.500492
2011-12-19,628.00998,628.500029,619.999993,621.830009,4282700,311.226231
2011-12-16,624.320009,629.320009,621.470018,625.96003,8909600,313.293308
2011-12-15,622.519992,624.000017,618.690025,619.540004,4812300,310.080082
2011-12-14,621.850009,624.320009,612.489993,618.069979,7799500,309.344334
2011-12-13,628.760023,636.560016,622.849984,625.630038,8048300,313.128147
2011-12-12,621.880008,626.180025,620.289986,625.389983,4363400,313.008
2011-12-09,617.999981,629.130014,617.010005,627.419995,5526800,314.024021
2011-12-08,621.040028,627.449994,615.299986,616.050028,4821300,308.333347
2011-12-07,621.680013,625.660038,618.099978,623.390032,4510000,312.007023
2011-12-06,622.989981,628.620026,620.239987,623.770023,4648300,312.197209
2011-12-05,627.639989,631.900007,622.399995,625.650038,6388600,313.138157
2011-12-02,617.050004,624.000017,616.260023,620.359984,8163200,310.490483
2011-12-01,599.999993,616.000029,599.000017,613.770023,7233900,307.192204
2011-11-30,597.949982,599.510005,592.090003,599.390008,6787200,299.994999
2011-11-29,587.879984,590.359984,581.330022,582.929983,3659900,291.756748
2011-11-28,579.370009,588.820022,576.500018,588.190037,5652100,294.389408
2011-11-25,565.189989,574.270011,561.330022,562.999981,3121600,281.781772
2011-11-23,575.349985,580.249987,570.109991,570.109991,4646900,285.340336
2011-11-22,579.999993,584.969994,575.239988,579.999993,4805700,290.290287
2011-11-21,587.759987,588.50003,572.090003,580.940031,5996500,290.760776
2011-11-18,602.000005,604.500005,593.750024,594.879996,6568800,297.737736
2011-11-17,610.049992,612.289998,596.780011,600.870033,6979600,300.735752
2011-11-16,612.080003,618.300034,610.609978,611.470018,5211700,306.04105
2011-11-15,612.799986,618.079979,610.499981,616.560016,5346600,308.588597
2011-11-14,607.999981,618.079979,607.779986,612.999981,6371000,306.806797
2011-11-11,601.300022,612.090003,598.600027,608.350033,7946000,304.479496
2011-11-10,605.930031,605.950031,591.560016,595.079991,5731000,297.837833
2011-11-09,604.260011,609.390008,598.660026,600.950031,7414500,300.775791
2011-11-08,609.000017,614.370008,603.600027,612.339997,6052700,306.476475
2011-11-07,593.320034,608.780023,592.23,608.330034,6708000,304.469486
2011-11-04,593.50003,599.739999,592.429995,596.140026,5663900,298.368382
2011-11-03,587.000005,597.499993,583.720024,597.499993,5334200,299.049046
2011-11-02,584.899996,587.959982,580.479982,584.819998,4237500,292.702702
2011-11-01,580.099991,585.509981,576.750012,578.650026,6243900,289.614628
2011-10-31,595.089991,599.690001,591.670013,592.63999,5110400,296.616611
2011-10-28,594.520005,602.299998,594.250011,600.13999,5010900,300.370365
2011-10-27,598.420032,602.699988,593.300035,598.670026,7553000,299.634647
2011-10-26,589.550004,590.179989,572.859985,586.310022,5740400,293.44846
2011-10-25,593.099979,594.999993,582.849985,583.159977,5075900,291.87186
2011-10-24,586.720012,599.969994,586.500018,596.420019,6846900,298.508518
2011-10-21,589.510005,592.749987,586.700013,590.489981,6775200,295.540531
2011-10-20,581.900008,588.89002,579.510005,583.670026,6751200,292.12714
2011-10-19,587.339997,592.060004,579.220012,580.700037,5857100,290.640659
2011-10-18,580.189989,592.559992,577.399996,590.509981,7593900,295.550541
2011-10-17,583.720024,591.83001,577.999981,582.409995,8008300,291.496494
2011-10-14,599.470006,599.600003,587.569992,591.680013,17042700,296.136143
2011-10-13,550.029993,559.000018,548.019981,558.990018,11363800,279.774784
2011-10-12,548.129978,555.229988,544.630003,548.50003,6349200,274.52454
2011-10-11,533.460031,546.800011,533.460031,543.179977,5701000,271.86185
2011-10-10,525.17999,537.469995,523.199977,537.170002,4639700,268.853855
2011-10-07,516.83001,520.499982,510.300017,515.119991,5706000,257.817813
2011-10-06,507.499994,515.229988,502.599992,514.710001,6841700,257.612613
2011-10-05,496.349992,507.800017,480.770006,504.700001,9059100,252.602603
2011-10-04,490.029994,503.440002,480.60001,501.900009,8309200,251.201206
2011-10-03,509.849998,512.000006,494.999994,495.520012,8939800,248.008014
2011-09-30,520.209989,524.000018,514.380009,515.039993,5441700,257.777774
2011-09-29,536.040029,537.299999,519.410008,527.499994,5807300,264.014011
2011-09-28,541.500018,544.020018,527.699989,528.840022,4522000,264.684696
2011-09-27,538.199977,547.050005,536.050029,539.34001,6015700,269.939945
2011-09-26,527.25,532.929983,513.250037,531.890009,5263100,266.211216
2011-09-23,516.560017,526.42002,514.500006,525.509982,5549000,263.018009
2011-09-22,526.250024,528.780024,514.000018,520.659978,8791700,260.59058
2011-09-21,547.689989,554.999994,538.860022,539.200013,5023500,269.869877
2011-09-20,549.400008,558.52003,542.66999,546.630015,5552600,273.588596
2011-09-19,540.349985,549.899996,535.379985,546.670014,4931800,273.608616
2011-09-16,544.799999,546.84001,543.139978,546.680014,7061500,273.61362
2011-09-15,535.499982,544.979994,534.560005,542.559992,5915600,271.551548
2011-09-14,532.589992,536.950007,525.820035,532.070004,5383400,266.301303
2011-09-13,532.000006,533.880021,523.400033,529.520006,4703600,265.025028
2011-09-12,517.959983,531.990006,517.499994,530.119991,5335400,265.325321
2011-09-09,531.400021,534.650002,521.190026,524.849998,6531000,262.687686
2011-09-08,533.800023,539.100016,531.900009,534.959995,4756200,267.747745
2011-09-07,530.449983,535.940032,527.399996,534.030018,5506000,267.282291
2011-09-06,510.800005,522.759988,510.500012,522.180002,5426100,261.351352
2011-09-02,524.470007,527.919984,520.730037,524.839998,4797500,262.682682
2011-09-01,540.750036,543.830022,531.220025,532.499994,4826100,266.516513
2011-08-31,544.74,546.300023,536.00003,540.960031,5381200,270.750766
2011-08-30,538.189977,542.989982,530.810035,540.699977,5972000,270.620609
2011-08-29,534.560005,539.450007,533.560029,539.080016,4666900,269.809818
2011-08-26,519.989994,530.449983,513.139978,526.86001,7185400,263.693698
2011-08-25,530.379985,537.269999,518.300035,520.039993,6579400,260.280277
2011-08-24,519.33001,529.999994,517.230001,523.290036,7181800,261.906925
2011-08-23,503.50,521.410021,499.060017,518.820023,8684900,259.669681
2011-08-22,504.000019,507.000006,494.530006,498.170008,9801900,249.334339
2011-08-19,499.34001,514.869997,490.860004,490.920002,10809100,245.705707
2011-08-18,523.470031,524.889997,500.490013,504.879997,12568800,252.692691
2011-08-17,540.029993,543.690026,530.770036,533.149978,8150000,266.841831
2011-08-16,552.429995,552.439995,530.299987,539.000018,13864900,269.769779
2011-08-15,553.430032,564.989994,546.050029,557.23,14275500,278.893894
2011-08-12,569.500006,570.499981,560.399984,563.770024,6302200,282.167179
2011-08-11,553.820022,568.50003,548.410032,562.130003,9651500,281.346348
2011-08-10,561.380021,564.120015,547.729988,549.010018,10728400,274.779789
2011-08-09,561.00003,574.610003,541.01003,573.410032,12926400,286.992008
2011-08-08,562.979982,569.000018,544.35001,546.02003,14978200,273.283298
2011-08-05,582.539992,589.999993,562.000006,579.040017,11846300,289.809818
2011-08-04,594.500005,598.850021,577.469994,577.519993,9819300,289.049045
2011-08-03,594.270011,602.999981,583.630027,601.170026,7643700,300.885899
2011-08-02,606.00003,609.670001,591.570016,592.399996,6394700,296.496494
2011-08-01,611.220024,615.499981,599.180013,606.770011,7924200,303.688694
2011-07-29,604.230012,614.959994,603.690025,603.690025,8266500,302.14716
2011-07-28,605.189988,615.98003,602.999981,610.940031,6210500,305.775791
2011-07-27,617.180001,620.950031,604.749999,607.22,7860900,303.913914
2011-07-26,618.049979,627.499993,617.22,622.519992,4681100,311.571568
2011-07-25,613.360033,625.409983,612.999981,618.980018,6256900,309.799809
2011-07-22,605.389984,619.500005,604.270011,618.230036,7049300,309.424442
2011-07-21,594.030017,608.059979,594.010017,606.990005,6932000,303.798802
2011-07-20,602.180001,602.829985,595.349985,595.349985,4451100,297.972965
2011-07-19,596.140026,604.680001,595.52998,602.549992,5929000,301.576572
2011-07-18,592.489993,602.050004,592.000005,594.939995,8927600,297.767765
2011-07-15,597.499993,600.249987,588.159977,597.61999,27436700,299.109104
2011-07-14,539.120015,542.000006,526.730013,528.94002,13285700,264.734745
2011-07-13,537.000006,544.000018,536.480019,538.260036,5574800,269.399418
2011-07-12,528.159978,539.420008,526.000031,534.010018,5676700,267.272281
2011-07-11,528.179977,535.980031,525.499982,527.279999,5672900,263.903904
2011-07-08,532.949983,537.64999,527.27,531.990006,9530800,266.261264
2011-07-07,541.00003,550.679977,535.880033,546.600016,7863100,273.573581
2011-07-06,533.50003,538.51003,533.039981,535.359985,5385800,267.94794
2011-07-05,525.299987,535.399984,525.299987,532.439995,7690700,266.486484
2011-07-01,506.740013,521.180026,506.380021,521.03003,7266100,260.775791
2011-06-30,501.990007,506.670014,501.500019,506.380021,4851900,253.443454
2011-06-29,496.540018,500.250019,492.379997,497.569993,4681300,249.03403
2011-06-28,484.020018,496.209995,484.020018,493.649997,5424700,247.07207
2011-06-27,474.000019,488.400003,473.599998,482.800018,6882500,241.64165
2011-06-24,480.680008,480.750007,473.020012,474.879997,7603500,237.677676
2011-06-23,482.130003,482.860016,473.729995,480.22002,9593700,240.35036
2011-06-22,491.45002,492.349998,486.730013,487.010006,4809300,243.748752
2011-06-21,487.190002,493.94002,484.730001,493.000013,5525200,246.746753
2011-06-20,484.999994,486.229995,479.230013,484.580005,6051100,242.532535
2011-06-17,506.179996,506.690014,484.799999,485.019994,10480300,242.75275
2011-06-16,502.810017,506.570017,496.670015,500.370016,5508400,250.435443
2011-06-15,505.029993,508.350004,500.61001,502.950014,4142400,251.726734
2011-06-14,508.150009,514.080017,506.990007,508.370003,4678300,254.439441
2011-06-13,509.999994,510.20002,502.170002,504.730001,4849700,252.617618
2011-06-10,514.080017,516.690014,509.290011,509.510006,4874900,255.010013
2011-06-09,519.999994,519.999994,515.639978,516.730013,3374800,258.62363
2011-06-08,516.530018,521.240025,515.780036,519.170014,3303400,259.844852
2011-06-07,522.889984,524.630003,518.990019,519.030018,3811300,259.774784
2011-06-06,523.54003,526.820011,519.250012,521.060029,3880300,260.790805
2011-06-03,522.000006,527.599991,521.500018,523.07998,3493500,261.801792
2011-06-02,527.569992,530.299987,522.479994,528.05998,4404500,264.294284
2011-06-01,528.039981,533.199977,525.309986,525.599979,5905800,263.063053
2011-05-31,524.999994,529.050017,523.500031,529.020018,5369200,264.774784
